Reads,EC1,EC2,EC3,Sp1,Sp2,Sp3,Ve1,Ve2,Ve3
LOC_Os09g21370.1,49,78,80,1,11,1,2,2,7
LOC_Os09g21380.1,6,2,6,0,0,0,0,0,0
LOC_Os09g21390.1,3,1,0,0,0,0,0,0,0
LOC_Os09g21410.1,10,16,2,25,24,43,20,32,41
LOC_Os09g21420.1,8,6,7,12,5,5,2,5,1
LOC_Os09g21430.1,13,1,3,659,517,397,105,45,152
LOC_Os09g21450.1,0,0,0,3,8,3,1,0,2
LOC_Os09g21460.1,44,26,15,96,71,56,13,11,18
LOC_Os09g21470.1,241,122,123,307,173,235,735,1006,887
LOC_Os09g21500.1,0,0,0,0,0,0,1,2,0
LOC_Os09g21510.1,15,23,20,3,6,2,0,3,0
LOC_Os09g21520.2,134,104,81,12,10,7,147,135,121
LOC_Os09g21580.1,0,0,0,10,0,16,0,0,0
LOC_Os09g21610.1,0,0,2,0,0,0,0,1,0
LOC_Os09g21670.1,0,0,0,27,20,15,1,1,2
LOC_Os09g21680.1,4,0,1,30,40,24,2,2,4
LOC_Os09g21689.3,449,399,233,685,548,277,77,54,90
LOC_Os09g21700.1,0,0,0,2,1,0,0,0,0
LOC_Os09g21710.1,5,9,5,3,3,3,15,11,30
LOC_Os09g21720.1,1,1,0,0,0,0,0,0,0
LOC_Os09g21740.1,43,29,23,1,0,0,0,0,0
LOC_Os09g21760.1,32,21,28,346,272,196,63,45,70
LOC_Os09g21770.1,425,334,360,4,13,7,77,60,85
LOC_Os09g21780.1,381,369,480,284,243,215,82,77,107
LOC_Os09g21796.1,34,52,51,14,10,3,9,0,10
LOC_Os09g21802.1,107,98,117,40,43,20,11,10,21
LOC_Os09g21810.1,5,0,0,4,1,7,0,0,2
LOC_Os09g21820.1,5,4,1,16,1,22,6,3,6
LOC_Os09g21840.1,0,0,0,1,0,0,0,0,0
LOC_Os09g21860.1,0,0,0,0,3,0,0,1,0
LOC_Os09g21870.1,0,0,0,1,5,1,0,0,0
LOC_Os09g21880.1,0,0,0,0,1,0,0,0,1
LOC_Os09g21890.1,0,0,0,1,3,5,0,0,1
LOC_Os09g21900.1,14,7,11,42,51,53,0,12,5
LOC_Os09g21910.1,0,0,0,9,2,0,0,0,0
LOC_Os09g21990.1,0,0,0,0,1,0,0,0,0
LOC_Os09g22000.1,22,0,8,15,28,15,73,118,114
LOC_Os09g22020.1,0,0,0,1,0,0,0,0,0
LOC_Os09g22050.1,0,0,0,0,0,0,1,2,8
LOC_Os09g22060.1,0,0,0,0,0,0,2,0,0
LOC_Os09g22090.1,0,0,0,0,0,4,4,2,3
LOC_Os09g22160.1,6,7,3,0,0,0,0,0,0
LOC_Os09g22190.1,0,0,0,0,0,0,1,0,0
LOC_Os09g22210.1,0,0,4,0,0,0,0,0,0
LOC_Os09g22220.1,0,0,0,18,10,3,2,0,2
LOC_Os09g22230.1,7,1,4,110,45,49,10,7,4
LOC_Os09g22240.1,0,0,0,1,3,1,0,0,0
LOC_Os09g22280.2,324,309,414,183,117,73,145,139,160
LOC_Os09g22300.1,0,0,0,0,1,0,0,1,0
LOC_Os09g22330.1,0,0,1,1,0,0,1,1,2
LOC_Os09g22340.1,0,0,3,1,0,0,0,0,0
LOC_Os09g22360.1,0,0,0,4,2,1,0,0,0
LOC_Os09g22410.3,0,1,0,0,0,0,0,0,0
LOC_Os09g22420.1,0,0,0,0,0,0,2,0,0
LOC_Os09g22430.1,0,1,0,0,3,0,0,0,2
LOC_Os09g22440.1,133,117,78,300,181,92,15,27,15
LOC_Os09g22450.1,155,174,154,238,176,163,26,43,32
LOC_Os09g22460.1,0,0,0,59,34,25,1,0,1
LOC_Os09g22470.1,4,10,0,155,85,49,0,7,8
LOC_Os09g22480.1,1,1,2,19,16,13,2,0,3
LOC_Os09g22490.1,22,9,6,80,44,37,4,1,7
LOC_Os09g22500.1,13,8,7,15,8,8,4,0,2
LOC_Os09g22505.1,341,343,226,218,159,57,11,17,18
LOC_Os09g22510.1,78,48,56,5,7,1,44,36,30
LOC_Os09g22540.1,310,296,120,13,25,20,71,99,128
LOC_Os09g22550.1,35,32,40,2,6,3,2,3,3
LOC_Os09g23050.1,0,0,1,2,0,3,0,0,1
LOC_Os09g23060.1,0,0,1,7,6,2,0,0,0
LOC_Os09g23070.2,46,42,50,162,178,81,5,9,6
LOC_Os09g23084.1,42,14,2,1,1,0,0,1,0
LOC_Os09g23110.1,49,57,65,2,1,0,5,2,0
LOC_Os09g23120.1,0,0,0,4,1,0,0,0,0
LOC_Os09g23140.1,3,2,23,17,8,4,15,5,19
LOC_Os09g23150.1,95,75,52,42,24,101,1083,851,1335
LOC_Os09g23160.1,280,254,246,568,327,303,386,532,688
LOC_Os09g23190.1,0,0,0,1,0,0,0,0,0
LOC_Os09g23200.1,0,2,0,0,0,0,0,0,0
LOC_Os09g23220.1,0,1,0,0,1,0,0,0,0
LOC_Os09g23230.1,0,0,0,1,1,0,1,0,0
LOC_Os09g23240.1,0,0,0,1,3,3,0,0,0
LOC_Os09g23280.1,84,57,47,29,13,3,0,2,2
LOC_Os09g23290.1,0,0,0,0,0,1,1,1,0
LOC_Os09g23300.1,21,20,21,0,0,0,4,0,0
LOC_Os09g23320.1,0,0,0,1,0,0,0,0,0
LOC_Os09g23334.1,21,20,12,2,1,0,0,0,1
LOC_Os09g23340.1,10,10,1,119,64,61,32,43,29
LOC_Os09g23350.1,1359,1287,1741,60,85,33,9,2,8
LOC_Os09g23360.2,42,56,38,91,51,37,25,25,24
LOC_Os09g23370.1,38,58,30,90,77,27,4,6,2
LOC_Os09g23380.1,146,106,130,73,45,25,43,56,53
LOC_Os09g23390.1,0,0,0,2,0,0,0,0,0
LOC_Os09g23399.1,0,0,0,0,0,0,5,0,5
LOC_Os09g23410.1,1,0,0,0,0,0,0,0,0
LOC_Os09g23480.1,0,0,0,1,0,0,0,0,0
LOC_Os09g23540.1,0,2,0,0,0,0,0,0,0
LOC_Os09g23550.1,19,39,0,0,0,0,0,0,0
LOC_Os09g23570.1,6,0,2,0,0,0,0,0,0
LOC_Os09g23580.1,1,0,0,5,3,7,0,0,0
LOC_Os09g23590.1,11,14,1,0,0,0,0,0,0
LOC_Os09g23595.1,22,28,2,0,0,0,0,0,0
LOC_Os09g23640.1,8,6,5,118,103,48,4,6,11
LOC_Os09g23650.1,393,245,221,97,99,83,17,26,20
LOC_Os09g23660.1,407,291,255,91,64,13,3,2,1
LOC_Os09g23690.1,119,83,134,10,1,39,245,307,244
LOC_Os09g23700.1,0,0,0,0,1,0,0,0,0
LOC_Os09g23720.1,48,51,93,10,14,38,143,133,137
LOC_Os09g23725.1,0,0,1,85,74,100,12,14,27
LOC_Os09g23730.1,70,79,104,40,45,24,3,2,2
LOC_Os09g23740.1,671,553,360,95,71,65,25,34,73
LOC_Os09g23750.1,0,0,0,1,0,0,0,0,0
LOC_Os09g23760.1,0,0,0,1,0,0,0,0,0
LOC_Os09g23780.1,1,1,0,0,0,0,0,0,0
LOC_Os09g23820.1,7,2,0,0,0,1,0,0,0
LOC_Os09g23840.1,0,0,0,0,0,0,0,1,0
LOC_Os09g23880.1,0,0,0,2,0,0,0,0,0
LOC_Os09g23894.1,97,101,154,68,25,37,5,19,11
LOC_Os09g23957.1,0,0,0,1,0,2,5,5,9
LOC_Os09g23980.1,0,0,0,2,0,3,14,20,13
LOC_Os09g23999.1,0,0,1,152,48,384,777,893,885
LOC_Os09g24020.1,1,2,0,349,166,878,2587,4255,3389
LOC_Os09g24100.1,0,0,0,8,3,8,51,66,86
LOC_Os09g24110.1,1,0,0,27,2,89,240,142,538
LOC_Os09g24120.1,0,0,0,58,12,220,340,267,517
LOC_Os09g24130.1,0,0,0,3,4,9,44,63,83
LOC_Os09g24140.1,0,3,10,590,264,1467,4226,5734,5822
LOC_Os09g24159.1,0,2,0,342,147,855,1945,2572,2217
LOC_Os09g24170.1,1,5,4,3,3,3,0,1,0
LOC_Os09g24180.1,45,32,20,59,51,20,3,1,16
LOC_Os09g24190.1,4,4,1,1,0,1,0,3,0
LOC_Os09g24200.2,246,295,259,14,5,13,61,54,53
LOC_Os09g24210.1,556,432,515,4,7,0,6,1,6
LOC_Os09g24220.1,42,42,26,86,60,25,25,29,39
LOC_Os09g24230.1,86,76,52,240,148,239,415,590,551
LOC_Os09g24240.1,79,97,30,447,245,202,12,20,35
LOC_Os09g24250.1,388,328,341,370,337,231,336,394,370
LOC_Os09g24260.1,168,144,80,89,39,31,51,64,106
LOC_Os09g24310.1,0,0,0,7,4,2,1,0,0
LOC_Os09g24320.1,135,69,30,95,76,52,26,30,32
LOC_Os09g24330.1,153,141,93,5,0,0,0,1,0
LOC_Os09g24406.1,2,0,0,0,0,0,0,0,0
LOC_Os09g24414.1,1,0,0,0,0,0,0,0,1
LOC_Os09g24440.1,788,830,531,255,141,119,100,133,104
LOC_Os09g24460.1,168,115,126,6,2,0,99,78,88
LOC_Os09g24490.1,6,7,0,0,0,0,0,0,0
LOC_Os09g24520.2,18,3,11,0,1,0,0,0,0
LOC_Os09g24530.1,49,34,9,4,0,9,37,69,23
LOC_Os09g24540.1,172,163,47,4,3,10,7,2,4
LOC_Os09g24570.1,71,52,80,45,30,31,54,57,40
LOC_Os09g24580.1,5,7,1,19,19,27,57,75,63
LOC_Os09g24590.1,22,20,11,0,1,0,0,0,0
LOC_Os09g24620.1,6,3,1,0,0,0,0,0,0
LOC_Os09g24640.1,41,41,46,133,109,185,204,194,255
LOC_Os09g24650.4,172,208,164,874,680,466,502,534,580
LOC_Os09g24660.1,163,116,184,74,47,59,14,25,11
LOC_Os09g24670.2,41,38,20,4,6,1,3,4,3
LOC_Os09g24680.1,17,4,4,34,11,15,60,66,93
LOC_Os09g24690.1,881,611,357,50,18,19,14,7,17
LOC_Os09g24700.1,177,159,158,7,4,2,15,28,28
LOC_Os09g24710.1,103,63,66,777,814,504,97,83,108
LOC_Os09g24730.1,0,0,0,4,0,2,0,0,0
LOC_Os09g24740.1,0,0,0,2,0,4,0,0,1
LOC_Os09g24780.1,0,0,0,0,0,4,0,0,0
LOC_Os09g24790.1,0,0,0,0,0,1,0,0,0
LOC_Os09g24800.1,4,3,2,0,0,0,0,0,0
LOC_Os09g24810.1,0,1,0,0,0,0,0,0,0
LOC_Os09g24820.1,72,69,68,0,0,0,0,1,0
LOC_Os09g24840.1,1,2,5,1,2,0,0,0,0
LOC_Os09g24850.1,9,5,1,235,175,146,11,3,4
LOC_Os09g24860.1,0,0,0,6,2,2,0,0,0
LOC_Os09g24870.1,26,42,84,273,163,111,65,67,54
LOC_Os09g24900.1,367,362,207,0,0,4,5,1,1
LOC_Os09g24910.1,84,69,100,5,6,3,2,6,6
LOC_Os09g24924.1,56,41,40,4,0,2,1,0,1
LOC_Os09g24954.1,237,260,223,60,14,7,4,4,3
LOC_Os09g24965.1,0,0,0,0,0,3,0,0,0
LOC_Os09g24970.1,141,222,135,2,1,1,0,0,0
LOC_Os09g24980.1,55,47,13,255,188,123,24,28,34
LOC_Os09g24990.1,274,295,250,356,266,104,43,53,23
LOC_Os09g25000.1,2,5,3,0,0,0,0,0,0
LOC_Os09g25040.1,2,3,0,0,0,0,0,0,1
LOC_Os09g25050.1,102,37,18,3,0,0,0,0,0
LOC_Os09g25060.1,15,5,0,0,0,0,0,0,0
LOC_Os09g25070.2,0,0,2,0,2,11,5,20,11
LOC_Os09g25090.1,158,190,77,0,1,0,0,0,0
LOC_Os09g25100.1,2,1,1,0,0,0,0,0,0
LOC_Os09g25120.1,0,0,0,2,0,1,0,0,0
LOC_Os09g25150.3,9,24,5,3,3,2,3,3,7
LOC_Os09g25190.1,63,52,18,37,30,23,2,2,2
LOC_Os09g25200.1,1,0,0,7,0,0,0,0,0
LOC_Os09g25220.1,0,1,0,13,20,5,2,0,1
LOC_Os09g25240.1,0,0,0,14,6,2,0,8,2
LOC_Os09g25250.1,0,1,0,1,14,0,0,2,0
LOC_Os09g25260.2,88,67,113,194,184,89,37,36,60
LOC_Os09g25280.1,0,0,0,0,1,0,3,3,2
LOC_Os09g25290.1,2,1,0,0,0,0,0,0,0
LOC_Os09g25310.1,115,133,102,68,47,12,10,32,28
LOC_Os09g25314.1,80,97,42,14,12,27,16,29,23
LOC_Os09g25320.1,391,351,236,60,30,39,72,64,52
LOC_Os09g25330.1,170,337,130,6,6,0,0,1,0
LOC_Os09g25340.1,0,0,0,1,0,2,0,0,0
LOC_Os09g25350.1,0,0,0,0,1,0,0,0,0
LOC_Os09g25370.1,1,3,0,11,6,7,0,0,5
LOC_Os09g25380.1,18,14,45,29,36,17,6,6,9
LOC_Os09g25390.1,1,0,0,2,2,0,0,0,0
LOC_Os09g25410.2,131,127,51,63,64,81,103,111,89
LOC_Os09g25420.1,81,67,40,37,41,48,44,60,49
LOC_Os09g25430.1,13,11,10,0,0,2,0,2,0
LOC_Os09g25440.1,12,18,30,1,2,0,0,1,2
LOC_Os09g25460.1,139,149,95,70,22,12,1,1,2
LOC_Os09g25490.1,6,1,6,206,134,137,2,8,2
LOC_Os09g25500.1,82,51,24,761,740,315,36,42,46
LOC_Os09g25540.1,9,29,1,0,2,2,4,2,1
LOC_Os09g25550.1,55,63,39,0,0,0,1,1,1
LOC_Os09g25560.1,8,4,2,0,0,0,1,0,0
LOC_Os09g25570.1,7,16,12,1,9,1,0,2,2
LOC_Os09g25580.1,149,166,132,79,33,44,55,94,56
LOC_Os09g25590.1,18,18,12,33,13,8,32,38,39
LOC_Os09g25600.1,26,17,27,50,71,18,14,11,20
LOC_Os09g25610.1,0,0,0,0,0,0,4,0,2
LOC_Os09g25620.1,157,144,152,198,140,677,6306,6436,8310
LOC_Os09g25625.1,72,62,77,73,53,255,3426,3463,4540
LOC_Os09g25640.1,215,184,108,51,26,25,7,1,9
LOC_Os09g25650.1,57,38,29,19850,17552,7983,700,685,743
LOC_Os09g25660.1,0,0,0,1,3,0,0,0,0
LOC_Os09g25690.1,1,0,0,0,0,0,0,0,0
LOC_Os09g25700.1,0,1,0,0,0,0,0,0,0
LOC_Os09g25710.1,0,1,0,0,0,0,0,0,0
LOC_Os09g25720.1,15,24,4,0,0,0,0,0,1
LOC_Os09g25740.1,57,56,40,2,0,0,0,0,0
LOC_Os09g25760.1,143,138,62,15,1,3,0,1,0
LOC_Os09g25770.1,25,21,6,0,0,0,13,5,3
LOC_Os09g25784.1,2,4,2,1,0,0,0,0,0
LOC_Os09g25810.2,1,0,0,0,2,1,1,0,0
LOC_Os09g25840.1,0,0,0,1,5,5,0,0,1
LOC_Os09g25850.1,26,19,6,0,0,2,5,10,8
LOC_Os09g25860.1,2,3,4,0,0,0,0,0,1
LOC_Os09g25865.1,7,12,25,7,8,15,67,55,73
LOC_Os09g25870.1,0,0,0,7,2,0,1,0,0
LOC_Os09g25880.1,150,143,156,22,21,15,54,54,56
LOC_Os09g25890.1,1,18,3,0,0,0,0,0,0
LOC_Os09g25900.1,24,15,12,0,0,0,0,0,0
LOC_Os09g25934.2,100,113,122,11,3,3,53,63,42
LOC_Os09g25945.1,8,3,1,0,0,0,2,0,0
LOC_Os09g25950.1,426,334,260,9,2,0,12,12,10
LOC_Os09g25960.1,11,6,24,0,0,0,4,2,1
LOC_Os09g25970.1,1,3,0,1,0,0,1,6,6
LOC_Os09g25980.1,20,14,6,55,30,22,80,88,101
LOC_Os09g25990.1,52,47,36,166,123,80,32,45,52
LOC_Os09g26000.1,0,0,0,22,9,13,1,0,1
LOC_Os09g26004.1,85,126,79,94,69,31,2,6,11
LOC_Os09g26020.1,0,0,0,0,0,0,1,0,0
LOC_Os09g26110.1,0,3,3,4,0,0,0,1,2
LOC_Os09g26160.1,138,129,37,32,21,94,1043,1048,1436
LOC_Os09g26170.1,0,0,0,1,1,7,0,0,0
LOC_Os09g26180.1,103,100,101,143,115,50,54,48,60
LOC_Os09g26190.1,121,99,123,100,124,76,43,32,22
LOC_Os09g26240.1,0,0,0,1,1,0,0,0,0
LOC_Os09g26260.1,4,3,1,1,0,0,0,0,0
LOC_Os09g26290.1,1,0,0,0,0,0,0,0,0
LOC_Os09g26300.1,3,0,0,1,3,0,0,0,0
LOC_Os09g26310.1,2,0,0,0,0,0,3,6,4
LOC_Os09g26320.1,1,2,0,28,30,36,0,2,0
LOC_Os09g26330.1,7,3,1,1,1,0,0,1,0
LOC_Os09g26340.1,176,214,111,95,71,70,64,38,52
LOC_Os09g26350.1,176,214,111,95,72,74,64,38,52
LOC_Os09g26360.1,2,1,24,481,288,1117,4919,5243,5564
LOC_Os09g26370.1,6,7,4,0,0,0,0,0,0
LOC_Os09g26380.1,0,0,0,275,148,133,14,6,0
LOC_Os09g26390.3,1271,1045,630,490,380,279,315,409,422
LOC_Os09g26400.1,334,443,363,236,175,234,932,790,1113
LOC_Os09g26420.5,5907,7041,4912,32,22,12,37,26,34
LOC_Os09g26430.1,0,0,0,6,2,41,301,410,264
LOC_Os09g26440.1,0,0,7,235,165,833,3878,4239,3376
LOC_Os09g26460.1,8,8,0,0,0,0,0,0,0
LOC_Os09g26470.1,1,1,0,0,0,0,0,0,0
LOC_Os09g26490.1,0,0,0,0,0,1,1,4,1
LOC_Os09g26530.1,259,154,99,50,19,44,5,4,6
LOC_Os09g26540.2,87,93,31,378,273,201,106,123,125
LOC_Os09g26550.2,129,118,74,697,501,499,138,108,140
LOC_Os09g26554.1,124,122,24,31,24,23,5,2,10
LOC_Os09g26560.1,429,354,156,1139,857,674,551,633,543
LOC_Os09g26570.1,65,38,16,1063,806,622,559,707,780
LOC_Os09g26580.1,47,40,23,198,103,87,36,58,71
LOC_Os09g26620.3,67,71,38,20,13,124,995,922,1017
LOC_Os09g26650.1,62,56,34,5,2,2,40,53,51
LOC_Os09g26660.1,166,214,210,33,34,24,3,3,7
LOC_Os09g26670.1,1,12,1,14,6,0,0,1,0
LOC_Os09g26690.1,0,0,0,0,0,3,0,0,0
LOC_Os09g26700.1,191,165,49,35,16,40,316,330,290
LOC_Os09g26720.1,0,0,1,8,9,2,0,2,0
LOC_Os09g26730.1,288,271,184,0,4,0,0,0,1
LOC_Os09g26760.1,16,7,15,11,7,11,1,9,8
LOC_Os09g26770.3,161,144,222,256,164,82,27,28,22
LOC_Os09g26780.1,182,240,114,1,1,0,1,2,1
LOC_Os09g26800.1,152,136,131,353,211,104,55,50,60
LOC_Os09g26810.1,7,14,13,3,0,1,0,0,0
LOC_Os09g26820.1,57,61,42,1,6,0,0,0,1
LOC_Os09g26830.1,152,129,60,53,15,5,3,0,0
LOC_Os09g26840.1,15,12,4,38,8,25,4,0,3
LOC_Os09g26850.1,0,0,0,6,12,4,0,1,3
LOC_Os09g26860.1,0,0,1,3,2,6,0,0,5
LOC_Os09g26870.1,122,114,43,579,448,305,28,22,24
LOC_Os09g26880.4,841,566,225,26,16,5,7,5,17
LOC_Os09g26890.1,7,1,1,0,0,0,0,0,0
LOC_Os09g26900.1,68,53,30,5,1,5,22,23,30
LOC_Os09g26920.1,7,9,1,0,0,0,0,0,0
LOC_Os09g26940.1,0,0,0,0,1,0,2,2,0
LOC_Os09g26950.1,0,0,0,0,0,1,0,0,0
LOC_Os09g26960.1,165,97,34,2,0,0,0,0,1
LOC_Os09g26970.1,0,0,0,6,21,15,3,0,0
LOC_Os09g26980.1,0,0,0,1,0,0,0,0,0
LOC_Os09g26999.3,26,6,5,5,10,7,0,0,0
LOC_Os09g27010.1,163,95,18,27,15,4,3,0,0
LOC_Os09g27030.2,86,87,35,19,21,2,1,5,1
LOC_Os09g27040.1,38,30,45,5934,9373,4677,963,773,1151
LOC_Os09g27050.1,274,207,202,71,54,40,6,2,6
LOC_Os09g27060.1,385,469,833,1256,1260,841,161,90,164
LOC_Os09g27070.1,38,42,17,19,5,26,445,480,432
LOC_Os09g27080.2,159,72,18,1,9,15,9,4,9
LOC_Os09g27090.1,0,0,0,1,3,1,0,0,0
LOC_Os09g27100.1,0,0,0,0,2,1,0,0,0
LOC_Os09g27135.1,0,5,0,5,0,0,0,0,0
LOC_Os09g27140.1,55,42,26,3,8,1,8,12,11
LOC_Os09g27160.1,0,1,0,0,0,0,0,0,0
LOC_Os09g27180.1,0,0,0,0,1,11,0,0,0
LOC_Os09g27190.1,0,1,0,127,114,68,36,24,39
LOC_Os09g27210.1,303,222,222,119,73,241,1720,1850,2101
LOC_Os09g27220.1,9,13,4,0,0,1,0,0,0
LOC_Os09g27230.1,106,108,93,1,0,0,0,0,0
LOC_Os09g27240.1,91,64,68,17,6,17,72,76,59
LOC_Os09g27330.1,16,17,15,0,0,1,0,0,0
LOC_Os09g27350.1,1,0,0,7,7,0,0,0,0
LOC_Os09g27360.1,52,41,27,16,5,2,32,38,42
LOC_Os09g27370.1,238,161,81,79,16,20,71,99,144
LOC_Os09g27390.1,0,1,0,73,50,53,0,2,3
LOC_Os09g27410.1,3,0,0,0,0,0,0,0,0
LOC_Os09g27420.1,246,252,145,2,1,20,18,30,46
LOC_Os09g27450.1,73,65,31,0,0,0,0,0,0
LOC_Os09g27510.1,0,0,0,27,20,6,0,0,0
LOC_Os09g27520.1,0,0,0,19,18,7,2,0,1
LOC_Os09g27530.1,0,0,0,1,0,0,0,0,0
LOC_Os09g27540.1,0,0,2,1,1,0,1,0,0
LOC_Os09g27550.1,4,4,10,0,0,0,0,0,0
LOC_Os09g27570.1,93,94,43,318,229,122,47,40,51
LOC_Os09g27580.2,102,110,146,28,6,25,32,43,27
LOC_Os09g27590.1,1,2,0,0,0,0,0,0,0
LOC_Os09g27610.1,2,5,0,0,0,0,0,0,2
LOC_Os09g27620.1,1,0,0,5,3,1,0,0,2
LOC_Os09g27650.1,240,234,210,0,0,2,1,1,0
LOC_Os09g27660.8,206,187,89,245,113,80,5,17,11
LOC_Os09g27670.1,7,1,6,6,6,1,2,1,3
LOC_Os09g27680.1,2,1,10,4,1,5,0,0,0
LOC_Os09g27690.1,61,87,54,12,12,28,327,366,307
LOC_Os09g27700.2,215,121,89,0,2,1,1,5,17
LOC_Os09g27710.1,0,0,0,0,0,8,27,27,44
LOC_Os09g27720.1,0,0,0,0,0,0,9,8,10
LOC_Os09g27730.1,1,0,0,0,0,6,1,5,2
LOC_Os09g27734.1,55,70,36,23,15,4,2,5,6
LOC_Os09g27740.1,0,0,0,0,0,0,0,1,1
LOC_Os09g27744.1,118,86,85,97,62,50,100,136,121
LOC_Os09g27750.1,22,24,18,0,0,0,0,0,0
LOC_Os09g27795.1,32,26,50,0,0,0,0,0,0
LOC_Os09g27820.1,130,141,86,0,0,0,0,0,0
LOC_Os09g27830.2,233,144,96,3,9,2,23,18,21
LOC_Os09g27850.1,283,334,532,252,226,215,15,13,25
LOC_Os09g27860.1,89,75,46,78,47,40,177,178,206
LOC_Os09g27890.2,21,6,23,0,1,0,0,0,0
LOC_Os09g27900.1,34,39,27,239,114,68,7,1,3
LOC_Os09g27910.1,0,0,0,0,0,1,0,0,0
LOC_Os09g27930.1,1,6,0,38,22,15,0,1,0
LOC_Os09g27940.1,44,38,81,2,0,0,1,0,0
LOC_Os09g27950.1,61,49,99,3,0,0,1,0,0
LOC_Os09g27960.1,188,154,101,1133,930,479,186,192,292
LOC_Os09g27970.4,873,859,491,3,1,2,18,6,5
LOC_Os09g27980.1,17,22,9,2,2,1,30,55,37
LOC_Os09g27990.1,21,28,21,1,1,1,3,11,6
LOC_Os09g28000.2,142,74,29,0,0,0,1,1,4
LOC_Os09g28019.1,177,200,173,3,0,3,1,5,2
LOC_Os09g28040.1,107,114,99,2,2,0,0,1,0
LOC_Os09g28050.3,639,312,163,31,15,18,191,258,264
LOC_Os09g28060.1,1585,1760,1442,72,28,72,61,65,70
LOC_Os09g28070.1,0,2,0,0,0,0,0,0,0
LOC_Os09g28100.1,94,76,47,371,353,321,242,171,183
LOC_Os09g28110.1,230,251,188,51,32,42,16,9,67
LOC_Os09g28120.1,24,26,25,6,4,16,190,162,376
LOC_Os09g28130.1,1,0,1,2,1,7,46,38,100
LOC_Os09g28140.1,0,0,0,0,0,0,1,0,4
LOC_Os09g28150.1,3,1,1,65,38,242,1161,1245,1379
LOC_Os09g28160.1,6,8,0,5,13,8,4,4,7
LOC_Os09g28180.1,65,62,5,1,0,0,0,0,0
LOC_Os09g28200.1,16,10,14,0,0,0,0,0,0
LOC_Os09g28210.1,4,15,4,0,1,0,0,0,0
LOC_Os09g28220.1,561,462,334,702,676,605,1204,1280,1408
LOC_Os09g28230.1,1,0,0,2,5,0,1,0,0
LOC_Os09g28240.1,0,0,0,2,0,0,1,1,1
LOC_Os09g28250.1,0,0,0,0,1,0,0,0,0
LOC_Os09g28300.1,108,133,101,0,0,0,1,0,0
LOC_Os09g28310.1,156,226,103,4,0,0,5,3,0
LOC_Os09g28330.1,0,0,0,0,0,1,0,0,0
LOC_Os09g28340.1,18,8,12,39,18,1,1,1,1
LOC_Os09g28354.1,39,22,19,0,0,0,0,0,2
LOC_Os09g28370.1,20,15,4,15,8,5,0,0,0
LOC_Os09g28390.1,3,9,2,2,2,0,0,0,0
LOC_Os09g28420.1,6,9,3,12,15,22,1,0,5
LOC_Os09g28440.1,94,80,52,0,0,0,0,0,0
LOC_Os09g28450.1,0,4,5,33,20,204,2105,2621,3264
LOC_Os09g28460.1,0,0,0,0,0,0,2,1,1
LOC_Os09g28470.1,17,12,19,27,2,20,119,62,153
LOC_Os09g28480.2,143,81,87,36,25,29,59,80,52
LOC_Os09g28489.1,72,39,34,21,7,21,36,55,34
LOC_Os09g28520.1,176,228,79,39,24,25,0,0,2
LOC_Os09g28530.1,0,1,0,9,2,5,0,0,0
LOC_Os09g28540.1,0,0,0,3,2,0,0,0,0
LOC_Os09g28550.1,0,2,2,0,0,0,0,0,0
LOC_Os09g28560.1,174,109,61,367,283,152,58,45,62
LOC_Os09g28570.1,181,110,85,76,46,11,3,1,2
LOC_Os09g28580.1,6,15,10,7,1,1,0,0,1
LOC_Os09g28590.1,72,75,80,228,201,106,121,149,157
LOC_Os09g28600.1,1,0,0,1,0,2,0,0,2
LOC_Os09g28610.1,38,34,60,23,13,7,4,5,17
LOC_Os09g28620.1,7,1,3,6,8,14,2,3,2
LOC_Os09g28630.1,1,1,1,2,0,0,0,0,2
LOC_Os09g28640.1,1,3,1,0,0,0,0,0,0
LOC_Os09g28660.1,0,3,0,1,0,0,0,0,0
LOC_Os09g28690.1,465,331,187,1,1,0,0,1,0
LOC_Os09g28710.1,7,3,0,0,0,0,0,0,0
LOC_Os09g28720.1,3,4,6,0,0,0,0,0,0
LOC_Os09g28730.1,9,7,15,0,0,0,0,0,0
LOC_Os09g28740.1,6,0,1,16,21,24,0,0,0
LOC_Os09g28750.1,13,10,4,55,41,15,1,0,2
LOC_Os09g28760.1,16,16,10,23,11,22,1,0,0
LOC_Os09g28770.1,11,17,5,45,41,13,0,1,1
LOC_Os09g28780.1,3,2,1,1,0,2,0,0,3
LOC_Os09g28790.1,0,0,0,1,1,3,64,87,69
LOC_Os09g28810.1,76,103,85,14,5,67,235,353,254
LOC_Os09g28820.1,0,0,0,0,0,0,1,1,2
LOC_Os09g28840.1,0,0,3,0,1,0,1,0,0
LOC_Os09g28850.1,217,87,70,1,0,0,0,2,0
LOC_Os09g28880.1,0,0,0,0,0,0,9,4,9
LOC_Os09g28890.1,153,239,208,3,0,0,1,0,0
LOC_Os09g28900.1,0,0,0,1,0,0,1,0,0
LOC_Os09g28910.4,150,78,25,200,129,165,1096,1099,1246
LOC_Os09g28930.1,0,2,0,0,0,0,0,0,0
LOC_Os09g28940.1,60,115,79,666,560,371,46,41,47
LOC_Os09g28950.1,0,1,0,1,19,9,2,0,0
LOC_Os09g28960.1,1,0,0,2,4,0,0,0,0
LOC_Os09g28970.1,0,0,0,7,0,0,0,0,0
